Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
78.12,78.12±nan,100.0,64.0,0.001,0.0001,True
72.66,72.66±nan,,,,,
91.41,91.41±nan,,,,,
99.22,99.22±nan,,,,,
97.66,97.66±nan,,,,,
100.00,100.00±nan,,,,,
99.22,99.22±nan,,,,,
100.00,100.00±nan,,,,,
100.00,100.00±nan,,,,,
99.22,99.22±nan,,,,,
93.75,93.75±9.57,,,,,
