Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
67.50,67.50±nan,150.0,80.0,0.001,0.0001,True
64.38,64.38±nan,,,,,
90.00,90.00±nan,,,,,
99.37,99.37±nan,,,,,
97.50,97.50±nan,,,,,
100.00,100.00±nan,,,,,
99.37,99.37±nan,,,,,
100.00,100.00±nan,,,,,
100.00,100.00±nan,,,,,
96.88,96.88±nan,,,,,
91.50,91.50±13.11,,,,,
