Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
51.56,51.56±nan,100.0,64.0,0.001,0.0001,True
39.84,39.84±nan,,,,,
71.09,71.09±nan,,,,,
91.41,91.41±nan,,,,,
97.66,97.66±nan,,,,,
92.97,92.97±nan,,,,,
99.22,99.22±nan,,,,,
99.22,99.22±nan,,,,,
98.44,98.44±nan,,,,,
85.16,85.16±nan,,,,,
82.66,82.66±20.36,,,,,
