Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
58.59,58.59±nan,100.0,64.0,0.001,0.0001,True
42.97,42.97±nan,,,,,
79.69,79.69±nan,,,,,
94.53,94.53±nan,,,,,
98.44,98.44±nan,,,,,
96.88,96.88±nan,,,,,
98.44,98.44±nan,,,,,
99.22,99.22±nan,,,,,
97.66,97.66±nan,,,,,
89.84,89.84±nan,,,,,
85.62,85.62±18.62,,,,,
