Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
53.91,53.91±nan,100.0,64.0,0.001,0.0001,True
35.16,35.16±nan,,,,,
78.91,78.91±nan,,,,,
88.28,88.28±nan,,,,,
96.09,96.09±nan,,,,,
94.53,94.53±nan,,,,,
96.88,96.88±nan,,,,,
99.22,99.22±nan,,,,,
94.53,94.53±nan,,,,,
86.72,86.72±nan,,,,,
82.42,82.42±20.21,,,,,
