Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
77.34,77.34±nan,100.0,64.0,0.001,0.0001,True
65.62,65.62±nan,,,,,
93.75,93.75±nan,,,,,
100.00,100.00±nan,,,,,
97.66,97.66±nan,,,,,
100.00,100.00±nan,,,,,
99.22,99.22±nan,,,,,
100.00,100.00±nan,,,,,
100.00,100.00±nan,,,,,
94.53,94.53±nan,,,,,
92.81,92.81±11.20,,,,,
