Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
52.34,52.34±nan,100.0,64.0,0.001,0.0001,True
41.41,41.41±nan,,,,,
78.12,78.12±nan,,,,,
92.19,92.19±nan,,,,,
91.41,91.41±nan,,,,,
96.09,96.09±nan,,,,,
98.44,98.44±nan,,,,,
100.00,100.00±nan,,,,,
97.66,97.66±nan,,,,,
90.62,90.62±nan,,,,,
83.83,83.83±19.53,,,,,
