Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
68.75,68.75±nan,100.0,64.0,0.001,0.0001,True
64.06,64.06±nan,,,,,
92.19,92.19±nan,,,,,
99.22,99.22±nan,,,,,
94.53,94.53±nan,,,,,
100.00,100.00±nan,,,,,
98.44,98.44±nan,,,,,
100.00,100.00±nan,,,,,
99.22,99.22±nan,,,,,
92.97,92.97±nan,,,,,
90.94,90.94±12.61,,,,,
