Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
59.38,59.38±nan,100.0,64.0,0.001,0.0001,True
43.75,43.75±nan,,,,,
82.81,82.81±nan,,,,,
97.66,97.66±nan,,,,,
95.31,95.31±nan,,,,,
99.22,99.22±nan,,,,,
99.22,99.22±nan,,,,,
100.00,100.00±nan,,,,,
99.22,99.22±nan,,,,,
89.06,89.06±nan,,,,,
86.56,86.56±18.58,,,,,
