Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
71.09,71.09±nan,100.0,64.0,0.001,0.0001,True
67.97,67.97±nan,,,,,
85.16,85.16±nan,,,,,
100.00,100.00±nan,,,,,
92.97,92.97±nan,,,,,
100.00,100.00±nan,,,,,
99.22,99.22±nan,,,,,
100.00,100.00±nan,,,,,
98.44,98.44±nan,,,,,
90.62,90.62±nan,,,,,
90.55,90.55±11.53,,,,,
