Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
59.38,59.38±nan,100.0,64.0,0.001,0.0001,True
49.22,49.22±nan,,,,,
72.66,72.66±nan,,,,,
96.88,96.88±nan,,,,,
85.16,85.16±nan,,,,,
98.44,98.44±nan,,,,,
96.88,96.88±nan,,,,,
98.44,98.44±nan,,,,,
96.88,96.88±nan,,,,,
82.03,82.03±nan,,,,,
83.59,83.59±16.92,,,,,
