Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
39.06,39.06±nan,100.0,64.0,0.001,0.0001,True
28.12,28.12±nan,,,,,
40.62,40.62±nan,,,,,
69.53,69.53±nan,,,,,
73.44,73.44±nan,,,,,
79.69,79.69±nan,,,,,
84.38,84.38±nan,,,,,
88.28,88.28±nan,,,,,
67.97,67.97±nan,,,,,
61.72,61.72±nan,,,,,
63.28,63.28±19.60,,,,,
