Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
36.72,36.72±nan,100.0,64.0,0.001,0.0001,True
24.22,24.22±nan,,,,,
47.66,47.66±nan,,,,,
72.66,72.66±nan,,,,,
75.00,75.00±nan,,,,,
82.81,82.81±nan,,,,,
85.16,85.16±nan,,,,,
92.19,92.19±nan,,,,,
73.44,73.44±nan,,,,,
60.16,60.16±nan,,,,,
65.00,65.00±21.17,,,,,
