Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter
50.78,50.78±nan,100.0,64.0,0.001,0.0001,True
39.06,39.06±nan,,,,,
53.91,53.91±nan,,,,,
91.41,91.41±nan,,,,,
82.03,82.03±nan,,,,,
91.41,91.41±nan,,,,,
93.75,93.75±nan,,,,,
96.88,96.88±nan,,,,,
89.06,89.06±nan,,,,,
74.22,74.22±nan,,,,,
76.25,76.25±19.81,,,,,
