Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter,stimulus_type
57.03,57.03±nan,100.0,64.0,0.001,0.0001,True,12.0
58.59,58.59±nan,,,,,,
67.97,67.97±nan,,,,,,
98.44,98.44±nan,,,,,,
94.53,94.53±nan,,,,,,
94.53,94.53±nan,,,,,,
95.31,95.31±nan,,,,,,
99.22,99.22±nan,,,,,,
97.66,97.66±nan,,,,,,
90.62,90.62±nan,,,,,,
85.39,85.39±16.22,,,,,,
