Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter,stimulus_type
49.22,49.22±nan,100.0,64.0,0.001,0.0001,True,12.0
38.28,38.28±nan,,,,,,
62.50,62.50±nan,,,,,,
89.06,89.06±nan,,,,,,
92.97,92.97±nan,,,,,,
89.84,89.84±nan,,,,,,
94.53,94.53±nan,,,,,,
96.09,96.09±nan,,,,,,
90.62,90.62±nan,,,,,,
79.69,79.69±nan,,,,,,
78.28,78.28±19.74,,,,,,
