Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter,stimulus_type
44.53,44.53±nan,100.0,64.0,0.001,0.0001,True,12.0
29.69,29.69±nan,,,,,,
49.22,49.22±nan,,,,,,
83.59,83.59±nan,,,,,,
91.41,91.41±nan,,,,,,
83.59,83.59±nan,,,,,,
90.62,90.62±nan,,,,,,
90.62,90.62±nan,,,,,,
87.50,87.50±nan,,,,,,
77.34,77.34±nan,,,,,,
72.81,72.81±21.60,,,,,,
