Fold1,Mean±Std,epochs,bz,lr,wd,lr_jitter,stimulus_type
57.03,57.03±nan,100.0,64.0,0.001,0.0001,True,12.0
58.59,58.59±nan,,,,,,
75.78,75.78±nan,,,,,,
99.22,99.22±nan,,,,,,
96.88,96.88±nan,,,,,,
98.44,98.44±nan,,,,,,
98.44,98.44±nan,,,,,,
98.44,98.44±nan,,,,,,
98.44,98.44±nan,,,,,,
91.41,91.41±nan,,,,,,
87.27,87.27±16.19,,,,,,
